START_SCL_FEATURES {'scl_records': 198, 'already_done': 0}
SCL_FEATURE_OK 181 S2B_MSIL2A_20240902T153629_N0511_R068_T18NUK_20240902T204032 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=09/tile=MGRS-18NUK/S2B_MSIL2A_20240902T153629_N0511_R068_T18NUK_20240902T204032.parquet
SCL_FEATURE_OK 182 S2B_MSIL2A_20240902T153629_N0511_R068_T18NUJ_20240902T204032 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=09/tile=MGRS-18NUJ/S2B_MSIL2A_20240902T153629_N0511_R068_T18NUJ_20240902T204032.parquet
SCL_FEATURE_OK 183 S2B_MSIL2A_20240912T153629_N0511_R068_T18NUJ_20240912T212704 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=09/tile=MGRS-18NUJ/S2B_MSIL2A_20240912T153629_N0511_R068_T18NUJ_20240912T212704.parquet
SCL_FEATURE_OK 184 S2A_MSIL2A_20240917T153631_N0511_R068_T18NUK_20240917T233800 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=09/tile=MGRS-18NUK/S2A_MSIL2A_20240917T153631_N0511_R068_T18NUK_20240917T233800.parquet
SCL_FEATURE_OK 185 S2A_MSIL2A_20240917T153631_N0511_R068_T18NUJ_20240917T233800 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=09/tile=MGRS-18NUJ/S2A_MSIL2A_20240917T153631_N0511_R068_T18NUJ_20240917T233800.parquet
SCL_FEATURE_OK 186 S2B_MSIL2A_20241002T153629_N0511_R068_T18NUK_20241002T212040 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=10/tile=MGRS-18NUK/S2B_MSIL2A_20241002T153629_N0511_R068_T18NUK_20241002T212040.parquet
SCL_FEATURE_OK 187 S2B_MSIL2A_20241002T153629_N0511_R068_T18NUJ_20241002T212040 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=10/tile=MGRS-18NUJ/S2B_MSIL2A_20241002T153629_N0511_R068_T18NUJ_20241002T212040.parquet
SCL_FEATURE_OK 188 S2B_MSIL2A_20241012T153629_N0511_R068_T18NUK_20241012T211329 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=10/tile=MGRS-18NUK/S2B_MSIL2A_20241012T153629_N0511_R068_T18NUK_20241012T211329.parquet
SCL_FEATURE_OK 189 S2B_MSIL2A_20241012T153629_N0511_R068_T18NUJ_20241012T211329 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=10/tile=MGRS-18NUJ/S2B_MSIL2A_20241012T153629_N0511_R068_T18NUJ_20241012T211329.parquet
SCL_FEATURE_OK 190 S2A_MSIL2A_20241017T153631_N0511_R068_T18NUK_20241017T205049 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=10/tile=MGRS-18NUK/S2A_MSIL2A_20241017T153631_N0511_R068_T18NUK_20241017T205049.parquet
SCL_FEATURE_OK 191 S2A_MSIL2A_20241017T153631_N0511_R068_T18NUJ_20241017T205049 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=10/tile=MGRS-18NUJ/S2A_MSIL2A_20241017T153631_N0511_R068_T18NUJ_20241017T205049.parquet
SCL_FEATURE_OK 192 S2A_MSIL2A_20241106T153621_N0511_R068_T18NUK_20241106T204953 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=11/tile=MGRS-18NUK/S2A_MSIL2A_20241106T153621_N0511_R068_T18NUK_20241106T204953.parquet
SCL_FEATURE_OK 193 S2A_MSIL2A_20241106T153621_N0511_R068_T18NUJ_20241106T204953 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=11/tile=MGRS-18NUJ/S2A_MSIL2A_20241106T153621_N0511_R068_T18NUJ_20241106T204953.parquet
SCL_FEATURE_OK 194 S2B_MSIL2A_20241201T153629_N0511_R068_T18NUJ_20241201T192230 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=12/tile=MGRS-18NUJ/S2B_MSIL2A_20241201T153629_N0511_R068_T18NUJ_20241201T192230.parquet
SCL_FEATURE_OK 195 S2B_MSIL2A_20241211T153629_N0511_R068_T18NUK_20241211T221637 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=12/tile=MGRS-18NUK/S2B_MSIL2A_20241211T153629_N0511_R068_T18NUK_20241211T221637.parquet
SCL_FEATURE_OK 196 S2B_MSIL2A_20241211T153629_N0511_R068_T18NUJ_20241211T221637 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=12/tile=MGRS-18NUJ/S2B_MSIL2A_20241211T153629_N0511_R068_T18NUJ_20241211T221637.parquet
SCL_FEATURE_OK 197 S2A_MSIL2A_20241216T153631_N0511_R068_T18NUJ_20241216T204252 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=12/tile=MGRS-18NUJ/S2A_MSIL2A_20241216T153631_N0511_R068_T18NUJ_20241216T204252.parquet
SCL_FEATURE_OK 198 S2C_MSIL2A_20241216T153651_N0511_R068_T18NUJ_20260421T103338 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=12/tile=MGRS-18NUJ/S2C_MSIL2A_20241216T153651_N0511_R068_T18NUJ_20260421T103338.parquet
START_SCL_FEATURES {'scl_records': 198, 'already_done': 198}
