sample_index,end_date,target_date,pollutant,horizon_days,grid_id,lat,lon,prediction_convlstm,kriged_residual,prediction_corrected,kriging_variance,kriging_status
118,2024-12-16,2024-12-23,SO2,7,g_008_039,3.3425,-76.4025,9.776971817016602,-0.9206805229187012,8.8562912940979,214.67079162597656,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_000,3.3475,-76.5975,11.455039978027344,-2.0723116397857666,9.382728338241575,157.70973205566406,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_001,3.3475,-76.5925,8.468324661254883,-2.1582820415496826,6.3100426197052,152.26797485351562,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_002,3.3475,-76.58749999999999,7.026065826416016,-2.2370705604553223,4.788995265960693,147.13247680664062,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_003,3.3475,-76.5825,5.927855491638184,-2.3086090087890625,3.619246482849121,142.32626342773438,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_004,3.3475,-76.5775,5.013169288635254,-2.372866630554199,2.6403026580810547,137.87110900878906,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_005,3.3475,-76.57249999999999,4.294140815734863,-2.4298460483551025,1.8642947673797607,133.78640747070312,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_006,3.3475,-76.5675,3.768439292907715,-2.479578733444214,1.288860559463501,130.0877227783203,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_007,3.3475,-76.5625,3.350248336791992,-2.5221199989318848,0.8281283378601074,126.78548431396484,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_008,3.3475,-76.55749999999999,3.0198707580566406,-2.5575428009033203,0.4623279571533203,123.88387298583984,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_009,3.3475,-76.5525,2.8021249771118164,-2.5859336853027344,0.216191291809082,121.38015747070312,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_010,3.3475,-76.5475,2.664059638977051,-2.607391357421875,0.0566682815551757,119.26488494873048,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_011,3.3475,-76.54249999999999,2.622369766235352,-2.622024774551392,0.0003449916839599,117.52296447753906,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_012,3.3475,-76.5375,2.60102653503418,-2.6299586296081543,2.60102653503418,116.13562774658205,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_013,3.3475,-76.5325,2.6271286010742188,-2.631335735321045,2.6271286010742188,115.0832748413086,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_014,3.3475,-76.5275,2.722899436950684,-2.626323699951172,0.0965757369995117,114.34849548339844,ok
118,2024-12-16,2024-12-23,SO2,7,g_009_015,3.3475,-76.5225,2.886977195739746,-2.615116834640503,0.2718603610992431,113.91911315917967,ok
