grid_id,lat,lon,NO2_t1_pred,NO2_t1_var,NO2_t3_pred,NO2_t3_var,NO2_t7_pred,NO2_t7_var,SO2_t1_pred,SO2_t1_var,SO2_t3_pred,SO2_t3_var,SO2_t7_pred,SO2_t7_var,O3_t1_pred,O3_t1_var,O3_t3_pred,O3_t3_var,O3_t7_pred,O3_t7_var,cluster,mean_prediction_profile,max_prediction_profile,mean_uncertainty_profile
g_036_006,3.4825,-76.5675,9.500589847564695,65.4229507446289,8.0957350730896,61.49985885620117,8.818560600280762,59.7341194152832,2.027942419052124,64.82060241699219,5.4345808029174805,66.74713897705078,5.182264268398285,67.71465301513672,37.090089082717896,82.31254577636719,34.79570150375366,68.97694396972656,35.06425666809082,72.34625244140625,4,16.223302251762814,37.090089082717896,67.73056284586589
g_036_007,3.4825,-76.5625,9.384722232818604,64.80108642578125,8.149292469024658,60.90241241455078,8.826707363128662,59.32870101928711,1.4732846021652222,58.27346420288086,4.913612604141235,60.00534439086914,4.638568758964539,60.875770568847656,37.45999073982239,81.2901382446289,35.12859511375427,68.5066909790039,35.76348876953125,71.4346923828125,4,16.193140294816757,37.45999073982239,65.04647784762912
g_036_008,3.4825,-76.55749999999999,9.334033966064451,64.26878356933594,8.236148834228516,60.39099884033203,8.83125114440918,58.98177337646485,1.0874736309051514,51.84242630004883,4.674420356750488,53.38320541381836,4.24880838394165,54.158199310302734,37.43684244155884,80.27409362792969,35.12301158905029,68.04154968261719,36.03737092018128,70.52855682373047,4,16.112151251898872,37.43684244155884,62.42995410495334
g_036_009,3.4825,-76.5525,9.438104629516602,63.828948974609375,8.31357717514038,59.96842575073242,8.766931533813477,58.6951904296875,0.9860620498657228,45.551788330078125,4.779662489891052,46.90573120117188,4.0564358830451965,47.58742904663086,36.67743968963623,79.26588439941406,34.480549335479736,67.58258056640625,35.41506290435791,69.62909698486328,0,15.87931396563848,36.67743968963623,59.89056396484375
g_036_010,3.4825,-76.5475,9.754331588745115,63.48410034179688,8.323914051055908,59.63710784912109,8.666532516479492,58.47054672241211,1.132495403289795,39.43457794189453,5.117497563362122,40.60692596435547,3.939532220363617,41.19816970825195,34.79064130783081,78.26844024658203,32.74644136428833,67.13153839111328,33.380149602890015,68.7389144897461,0,15.3168372909228,34.79064130783081,57.44114685058594
g_036_011,3.4825,-76.54249999999999,10.285102367401125,63.23626708984375,8.457106590270996,59.39900207519531,8.892329692840576,58.30913162231445,1.4973127841949463,33.51823806762695,5.367543458938599,34.515045166015625,3.758285999298096,35.019500732421875,31.753084897994995,77.28723907470703,29.78177142143249,66.69134521484375,30.087077140808105,67.8628921508789,1,14.431068261464437,31.753084897994995,55.093184577094185
g_036_012,3.4825,-76.5375,10.865702629089355,63.08695602416992,8.79050064086914,59.25554656982422,9.439694881439207,58.21189498901367,1.9610061049461365,27.791242599487305,5.321366310119629,28.618213653564453,3.566050589084625,29.04008102416992,28.786805152893063,76.33216857910156,26.85370707511902,66.26683044433594,27.21252918243408,67.0098648071289,1,13.644151396221584,28.786805152893063,52.84586652119955
g_036_013,3.4825,-76.5325,11.254598617553713,63.03708267211914,9.131359100341797,59.2076301574707,9.98202896118164,58.17941665649414,2.296201378107071,22.16511344909668,5.125479698181152,22.82533264160156,3.4089606404304504,23.168460845947266,26.705755710601807,75.4211196899414,24.87012219429016,65.86616516113281,25.54204773902893,66.19586944580078,1,13.146283782190746,26.705755710601807,50.67402119106717
g_036_014,3.4825,-76.5275,11.553606986999512,63.08695602416992,9.45479965209961,59.25554656982422,10.446963787078856,58.21189498901367,2.713176615536213,16.510847091674805,5.00444221496582,17.003585815429688,3.4321184158325195,17.271080017089844,24.77194356918335,74.58755493164062,23.275620222091675,65.50360107421875,24.305264949798584,65.4509048461914,1,12.773104045954016,24.77194356918335,48.542441262139214
g_036_015,3.4825,-76.5225,11.716221332550049,63.23626708984375,9.667043685913086,59.39900207519531,10.78273630142212,58.30913162231445,3.579010009765625,11.033512115478516,5.3704997301101685,11.364352226257324,3.965623378753662,11.565895080566406,23.364299297332764,73.89886474609375,22.17675399780273,65.20584106445312,23.560309886932373,64.83539581298828,1,12.686944180064732,23.560309886932373,46.53869575924344
g_036_016,3.4825,-76.5175,11.890772819519045,63.48410034179688,9.8643536567688,59.63710784912109,11.050061225891112,58.47054672241211,4.905229926109314,7.9857964515686035,6.509581804275513,8.22929859161377,5.088825821876526,8.435891151428223,22.23712539672852,73.5037841796875,21.31589841842652,65.02716827392578,23.07219314575196,64.48275756835938,1,12.881560246149698,23.07219314575196,45.472939014434814
